Regions,Districts,Rainfall,Vegetation cover (NDVI),Price of water,Sorghum prices,Maize prices,Red Rice prices,Local goat prices,Wage labor,TOT (goat to cereals),TOT (wage to cereals),Cost of Minimum Basket (CMB),New Admissions (GAM),Measles Cases,AWD/cholera cases,AWD/Cholera deaths,Malaria Cases,Insecurity - Incidents,Insecurity - Fatalities,Displacement (arrivals),Displacement (departures),Total alarms,date
Mudug,Jariiban,0.98,0.17,,29000,,24000,1900001,97500,66,3,,32,,3,,,,,,0 - 100,4,01-Jul-2020
Mudug,Xarardheere,20.66,0.18,8000,,13000,17000,950000,50000,56,3,2129500,71,,,,,,,,0 - 100,1,01-Jul-2020
Galgaduud,Dhuusamarreeb,9.81,0.19,25000,15500,18000,20000,900000,150000,45,8,3884000,773,10,6,,6,2,1,,,4,01-Jul-2020
Galgaduud,Cabudwaaq,9.1,0.19,10000,21000,26000,23050,1540000,80000,67,3,4004000,136,,19,,2,1,0,0 - 100,0 - 100,5,01-Jul-2020
Galgaduud,Cadaado,3.39,0.17,,,,,,,,,,526,,2,,,,,,0 - 100,0,01-Jul-2020
Galgaduud,Ceel Buur,11.23,0.2,,,,,,,,,,,,,,,,,,,0,01-Jul-2020
Galgaduud,Ceel Dheer,24.3,0.19,20000,10500,,15500,900000,175000,58,11,2756438,238,,,,4,,,,,1,01-Jul-2020
Hiraan,Belet Weyne,19.86,0.22,25000,14000,13000,18000,1125000,150000,80,11,2949875,5199,5,28,,,8,7,,0 - 100,9,01-Jul-2020
Hiraan,Bulo Burto,28.93,0.26,12000,11500,13000,18000,1012500,98750,,,2681375,,2,,,,8,5,,0 - 100,3,01-Jul-2020
Hiraan,Jalalaqsi,29.22,0.3,,9750,12000,20000,1100000,74000,113,8,,173,,,,,3,2,,0 - 100,6,01-Jul-2020
Middle Shabelle,Jowhar,37.6,0.32,16000,6000,8000,16000,1450000,125000,181,16,1783178,969,19,11,,21,8,10,26500 - 26600,26600 - 26700,6,01-Jul-2020
Middle Shabelle,Adan Yabaal,49.94,0.21,15000,21500,,26250,950000,57500,44,3,3881125,,,,,,1,0,,,0,01-Jul-2020
Middle Shabelle,Balcad,61.16,0.34,,5000,10250,16000,1137500,48125,111,5,,327,5,10,,,5,14,43200 - 43200,44000 - 44100,6,01-Jul-2020
Middle Shabelle,Cadale,66.74,0.25,,14000,14000,14500,650000,15000,46,1,,1076,,,,,2,2,,,7,01-Jul-2020
Banadir,Mogadishu,106,,,7650,9950,11000,2085000,81250,210,8,2556136,15492,125,394,,73,33,25,22700 - 22800,1500 - 1600,5,01-Jul-2020
Lower Shabelle,Marka,68.65,0.5,47250,8000,9142,14000,2595000,46500,284,5,2286688,630,9,225,,67,13,8,500 - 600,1400 - 1500,5,01-Jul-2020
Lower Shabelle,Afgooye,56.9,0.3,,7167,11000,14000,1600000,45000,,,1931787,2080,,,,,9,8,35100 - 35200,53600 - 53700,6,01-Jul-2020
Lower Shabelle,Baraawe,81.76,0.56,,8500,9000,17750,1350000,23750,150,3,,135,,,,,,,0 - 100,0 - 100,4,01-Jul-2020
Lower Shabelle,Kurtunwaarey,71.99,0.57,,,7300,16000,1830000,60000,251,8,,,9,14,,9,,,0 - 100,1100 - 1200,1,01-Jul-2020
Lower Shabelle,Qoryooley,64.27,0.45,16250,5875,7050,15250,987500,56250,140,8,1955438,205,,3,,24,5,9,300 - 400,400 - 500,5,01-Jul-2020
Lower Shabelle,Sablaale,76.63,0.6,,,,,,,,,,,,,,,,,,100 - 200,0,01-Jul-2020
Lower Shabelle,Wanla Weyn,32.76,0.27,6000,5500,8000,13250,1530000,67500,191,8,1718301,370,,3,,8,,,1800 - 1900,2300 - 2400,1,01-Jul-2020
Bay,Baydhaba,30.17,0.35,25000,5800,10000,14750,1262500,100000,218,17,1930750,3079,43,185,,639,13,25,13700 - 13800,13300 - 13400,6,01-Jul-2020
Bay,Buur Hakaba,44.84,0.36,,5125,9000,14750,1095000,92500,214,18,,353,,,,,2,1,,0 - 100,5,01-Jul-2020
Bay,Diinsoor,39.37,0.37,35000,6700,8000,29500,735000,60000,110,9,2632563,,,,,92,4,1,1000 - 1100,900 - 1000,7,01-Jul-2020
Bay,Qansax Dheere,27.5,0.36,25000,5000,7750,19500,1340000,55000,268,11,2080875,190,,,,9,,,,200 - 300,2,01-Jul-2020
Bakool,Xudur,15.33,0.28,30000,10500,12500,18000,975000,81250,93,8,2927875,1246,,,,56,,,,0 - 100,1,01-Jul-2020
Bakool,Ceel Barde,25.9,0.25,30000,18000,20000,35000,1037500,58750,58,3,3023500,532,,,,6,,,,0 - 100,4,01-Jul-2020
Bakool,Tayeeglow,46.41,0.34,,6250,7250,16000,822500,68250,132,11,,320,,,,7,1,1,400 - 400,400 - 500,3,01-Jul-2020
Bakool,Waajid,12.74,0.27,,10625,10625,28000,802500,68750,,,2218250,234,,,,,2,0,300 - 400,400 - 500,2,01-Jul-2020
Bakool,Rab Dhuure,1.68,0.19,,,,,,,,,,181,,,,,,,400 - 500,500 - 600,0,01-Jul-2020
Gedo,Garbahaarey,11.36,0.29,,,,,,,,,,753,,,,13,1,0,100 - 200,100 - 200,0,01-Jul-2020
Gedo,Baardheere,21.41,0.31,8000,7500,13000,20000,1020000,146250,136,20,2260000,42,,,,,,,200 - 300,500 - 600,2,01-Jul-2020
Gedo,Belet Xaawo,7.17,0.29,21000,16125,19500,19000,887500,177500,55,11,3375938,1065,,,,4,,,0 - 100,,2,01-Jul-2020
Gedo,Ceel Waaq,13.23,0.34,15000,20000,20750,27750,980000,112500,49,6,4067938,51,,33,,,,,,0 - 100,6,01-Jul-2020
Gedo,Doolow,0.3,0.21,,,,,,,,,,1583,,17,,123,,,400 - 500,0 - 100,1,01-Jul-2020
Gedo,Luuq,3.56,0.21,15000,8750,8750,19000,882500,190000,101,22,2589938,1188,,5,,,,,100 - 200,,1,01-Jul-2020
Middle Juba,Bu'aale,37.12,0.57,31000,6800,16550,19000,767500,69750,46,4,2218375,,19,,,,,,,0 - 100,5,01-Jul-2020
Middle Juba,Jilib,74.78,0.64,32250,,16500,19750,783750,70500,48,4,2175813,,44,,,98,4,22,0 - 100,0 - 100,8,01-Jul-2020
Middle Juba,Saakow,29.14,0.31,30750,6700,16875,17950,782500,73250,46,4,2224656,,20,,,,,,1300 - 1400,300 - 400,5,01-Jul-2020
Lower Juba,Kismaayo,85.55,0.62,70000,,16250,15000,1100000,127500,68,8,2900750,1444,59,2,,22,17,30,400 - 500,0 - 100,9,01-Jul-2020
Lower Juba,Afmadow,49.06,0.45,25000,,12250,13000,975000,80000,80,7,2067333,1788,3,,,26,3,0,200 - 300,0 - 100,3,01-Jul-2020
Lower Juba,Badhaadhe,81.45,0.63,,,,,,,,,,,2,,,,2,1,,0 - 100,3,01-Jul-2020
Lower Juba,Jamaame,89.78,0.61,10000,,10000,16000,940000,98500,94,10,2052500,,,,,,3,1,400 - 500,800 - 900,6,01-Jul-2020
Awdal,Borama,106,0.25,5000,3625,4750,6075,253250,59625,42,10,1133844,333,,,,,,,200 - 300,200 - 300,5,01-Aug-2020
Awdal,Baki,36.7,0.18,,,,,,,,,,321,,,,,1,0,0 - 100,0 - 100,1,01-Aug-2020
Awdal,Lughaye,3.59,0.13,,6000,,7500,450000,100000,75,17,,371,,,,,,,0 - 100,0 - 100,2,01-Aug-2020
Awdal,Zeylac,18.23,0.12,5000,5325,,7500,490000,126250,65,17,1051831,338,,,,,,,0 - 100,0 - 100,2,01-Aug-2020
Woqooyi Galbeed,Hargeysa,55.93,0.18,10000,3325,5875,7000,428750,74250,61,11,1221708,1853,,,,,1,0,100 - 200,100 - 200,3,01-Aug-2020
Woqooyi Galbeed,Berbera,5.1,0.13,,,,,,,,,,91,,,,,,,0 - 100,0 - 100,0,01-Aug-2020
Woqooyi Galbeed,Gebiley,74.75,0.25,10000,2000,5000,7125,395000,92500,55,13,,853,,,,,,,,,2,01-Aug-2020
Togdheer,Burco,9.92,0.17,10000,6000,6000,5375,490000,42500,91,8,1400898,390,,,,,,,100 - 200,100 - 200,4,01-Aug-2020
Togdheer,Buuhoodle,0.71,0.18,,,,,,,,,,1277,,,,,,,200 - 300,200 - 300,1,01-Aug-2020
Togdheer,Owdweyne,28.03,0.19,,,,,,,,,,33,,,,,,,100 - 200,100 - 200,0,01-Aug-2020
Togdheer,Sheikh,38.83,0.22,,,,,,,,,,3,,,,,,,,,0,01-Aug-2020
Sool,Laas Caanood,0.59,0.14,75000,,,25750,2625000,200000,102,8,6628938,1882,,,,,1,0,1400 - 1500,2100 - 2200,4,01-Aug-2020
Sool,Caynabo,3.41,0.16,,,,,,,,,,524,,,,,,,100 - 200,100 - 200,1,01-Aug-2020
Sool,Taleex,1.5,0.14,,,,,,,,,,43,,,,,,,,100 - 200,1,01-Aug-2020
Sool,Xudun,0.72,0.14,,,,,,,,,,84,,,,,,,1700 - 1800,1000 - 1100,0,01-Aug-2020
Sanaag,Ceerigaabo,25.21,0.14,45000,,,17400,1640000,174000,94,10,6301900,324,,,,,,,400 - 500,400 - 500,2,01-Aug-2020
Sanaag,Ceel Afweyn,7.66,0.15,,,,,,,,,,7,,,,,1,3,0 - 100,0 - 100,2,01-Aug-2020
Sanaag,Laasqoray,20.66,0.14,,,,,,,,,,104,,,,,1,0,500 - 600,500 - 600,1,01-Aug-2020
Bari,Bossaso,9.61,0.16,12500,35400,,22000,1810000,165000,82,8,5484594,1106,,,,,4,19,600 - 700,300 - 400,7,01-Aug-2020
Bari,Bandarbeyla,3.09,0.14,30000,,,24000,1680000,150000,70,6,5739044,35,,,,,,,300 - 400,200 - 300,2,01-Aug-2020
Bari,Caluula,2.14,0.17,25000,,,32000,1760000,250000,55,8,5840194,41,,,,,1,10,100 - 200,100 - 200,5,01-Aug-2020
Bari,Iskushuban,3.23,0.14,30000,,,23000,1670000,165000,73,7,5684344,92,,,,,,,100 - 200,100 - 200,3,01-Aug-2020
Bari,Qandala,6.77,0.17,,,,,,,,,,46,,,,,,,,300 - 400,0,01-Aug-2020
Bari,Qardho,3.79,0.14,,,,,,,,,,56,,,,,,,1200 - 1300,1000 - 1100,0,01-Aug-2020
Nugaal,Garoowe,1.13,0.14,9500,26900,26000,22900,2369000,147000,103,6,6056275,228,,,,,1,1,200 - 300,500 - 600,6,01-Aug-2020
Nugaal,Burtinle,0.98,0.17,,,,24000,2177500,100000,,,,190,,,,,,,0 - 100,200 - 300,1,01-Aug-2020
Nugaal,Eyl,0.48,0.16,,,,27000,2025000,147500,,,,90,,,,,,,0 - 100,0 - 100,1,01-Aug-2020
Mudug,Gaalkacyo,0.84,0.18,28000,12000,13000,22000,2620000,163000,119,7,3577250,8260,,9,,17,3,20,600 - 700,0 - 100,5,01-Aug-2020
Mudug,Galdogob,0.76,0.19,,,,,,,,,,60,,,,,,,0 - 100,0 - 100,0,01-Aug-2020
Mudug,Hobyo,1.98,0.18,,,,,,,,,,454,,,,,1,0,,,0,01-Aug-2020
Mudug,Jariiban,0.14,0.16,,30000,,24000,1893750,105000,63,4,,33,,,,,,,,,2,01-Aug-2020
Mudug,Xarardheere,11.25,0.2,8000,11000,13000,17000,860000,50000,51,3,2052100,216,,,,,,,,0 - 100,0,01-Aug-2020
Galgaduud,Dhuusamarreeb,1.58,0.2,20000,14900,16800,20000,970000,120000,49,6,3750200,473,,9,,3,3,2,,0 - 100,2,01-Aug-2020
Galgaduud,Cabudwaaq,3.76,0.22,10000,22400,20000,22400,1400000,80000,63,4,4150400,162,1,52,,11,,,,,4,01-Aug-2020
Galgaduud,Cadaado,2.96,0.18,,,,,,,,,,576,,5,,8,,,,,0,01-Aug-2020
Galgaduud,Ceel Buur,1.65,0.22,,,,,,,,,,,,,,,1,0,,,0,01-Aug-2020
Galgaduud,Ceel Dheer,12.89,0.18,19200,10000,,17000,960000,170000,56,10,2772900,379,,,,,,,,0 - 100,1,01-Aug-2020
Hiraan,Belet Weyne,5.08,0.22,25000,13600,12600,17000,1060000,140000,78,10,2921750,2354,4,6,,2,7,4,400 - 500,600 - 700,8,01-Aug-2020
Hiraan,Bulo Burto,7.92,0.3,12000,11400,12400,17400,960000,95000,,,2689900,525,1,,,,4,0,,0 - 100,1,01-Aug-2020
Hiraan,Jalalaqsi,6.84,0.49,,11800,13600,20000,1040000,72000,88,6,,32,,,,,,,,0 - 100,4,01-Aug-2020
Middle Shabelle,Jowhar,6.59,0.52,16000,5425,7250,15000,1818750,120000,251,17,1704615,1085,15,11,,12,7,9,10500 - 10600,11500 - 11600,6,01-Aug-2020
Middle Shabelle,Adan Yabaal,15.53,0.23,15000,20000,,24000,,52500,,3,3860500,,,,,,,,,,0,01-Aug-2020
Middle Shabelle,Balcad,19.84,0.46,,6000,11000,15000,1000000,51250,91,5,,1238,5,,,,7,10,0 - 100,2600 - 2700,6,01-Aug-2020
Middle Shabelle,Cadale,19.43,0.39,,14000,14000,14500,975000,15000,70,1,,329,,,,,,,,,3,01-Aug-2020
Banadir,Mogadishu,37.1,,,8325,12000,11000,2325000,81250,194,7,2561967,15082,97,205,,68,37,83,13000 - 13100,800 - 900,10,01-Aug-2020
Lower Shabelle,Marka,32.58,0.59,48000,8000,8950,14000,2680000,62500,299,7,2291250,662,5,,,14,20,12,300 - 400,300 - 400,4,01-Aug-2020
Lower Shabelle,Afgooye,15.29,0.48,,7667,10083,13750,2237500,46250,,,2006168,2804,,,,,21,28,19500 - 19600,27400 - 27500,7,01-Aug-2020
Lower Shabelle,Baraawe,26.81,0.57,,,7375,15500,1400000,22500,190,3,,95,,,,6,4,0,,100 - 200,1,01-Aug-2020
Lower Shabelle,Kurtunwaarey,26.49,0.64,,,5850,16000,1175000,56250,201,10,,,6,,,11,3,1,100 - 200,1300 - 1400,3,01-Aug-2020
Lower Shabelle,Qoryooley,26.25,0.52,15000,5125,6750,14000,1037500,66500,154,10,1822938,217,1,,,21,11,30,0 - 100,100 - 200,6,01-Aug-2020
Lower Shabelle,Sablaale,15.27,0.58,,,,,,,,,,,,,,,2,4,,0 - 100,2,01-Aug-2020
Lower Shabelle,Wanla Weyn,9.05,0.37,6000,6000,8000,13750,1545000,72500,193,9,1826174,804,,,,,4,8,0 - 100,0 - 100,3,01-Aug-2020
Bay,Baydhaba,18.49,0.37,25000,6220,19600,15600,1100000,100000,177,16,1971800,1373,29,102,,305,16,59,1000 - 1100,700 - 800,5,01-Aug-2020
Bay,Buur Hakaba,19.55,0.39,,5100,7600,15400,1126000,92000,221,18,,497,,8,,,,,,100 - 200,5,01-Aug-2020
Bay,Diinsoor,15.04,0.31,35000,6280,7500,23400,698000,52000,111,8,2561250,,,,,,3,3,800 - 900,1100 - 1200,7,01-Aug-2020
Bay,Qansax Dheere,15.71,0.35,25000,4200,5800,19400,1432000,61000,341,15,1929600,382,,5,,14,3,0,,100 - 200,3,01-Aug-2020
Bakool,Xudur,8.64,0.27,30000,13300,14500,18000,976000,78000,73,6,3197900,1478,,,,20,,,,100 - 200,2,01-Aug-2020
Bakool,Ceel Barde,9.73,0.26,30000,19600,20000,37000,1002000,63000,51,3,3139750,380,,2,,1,,,,0 - 100,5,01-Aug-2020
Bakool,Tayeeglow,16.86,0.31,,6000,7000,15000,872000,73000,145,12,,268,,,,,,,100 - 200,100 - 200,1,01-Aug-2020
Bakool,Waajid,8.73,0.26,,12200,12000,26600,856000,75000,,,2359234,392,,,,,,,100 - 100,200 - 300,4,01-Aug-2020
Bakool,Rab Dhuure,2.41,0.19,,,,,,,,,,163,,,,,1,1,,0 - 100,2,01-Aug-2020
Gedo,Garbahaarey,7.99,0.27,,,,,,,,,,575,,,,3,4,4,100 - 200,100 - 200,2,01-Aug-2020
Gedo,Baardheere,8,0.23,8200,7500,15400,19000,2748000,147000,366,20,2257500,51,,,,,1,0,100 - 200,500 - 600,2,01-Aug-2020
Gedo,Belet Xaawo,5.63,0.28,21600,16600,18600,18800,913200,169000,55,10,3451550,455,,,,3,2,11,100 - 200,0 - 100,3,01-Aug-2020
Gedo,Ceel Waaq,8.99,0.31,14000,21600,23800,29800,1060000,112000,49,5,4250650,67,,53,,,,,500 - 600,500 - 600,6,01-Aug-2020
Gedo,Doolow,0.21,0.21,,,,,,,,,,1516,,,,293,2,1,800 - 900,,3,01-Aug-2020
Gedo,Luuq,2.94,0.2,15000,8000,8000,19000,890000,192000,111,24,2527800,834,,6,,1,3,1,200 - 300,,3,01-Aug-2020
Middle Juba,Bu'aale,12.85,0.31,30000,6975,17000,16250,745000,69750,44,4,2211844,,22,,,,1,1,,0 - 100,8,01-Aug-2020
Middle Juba,Jilib,24.28,0.68,29250,,16625,16125,767500,73250,46,4,2084203,,48,,,91,,,,0 - 100,4,01-Aug-2020
Middle Juba,Saakow,6.59,0.23,29000,6450,17500,16000,700000,71750,40,4,2363094,,22,,,,,,1400 - 1500,200 - 300,5,01-Aug-2020
Lower Juba,Kismaayo,24.19,0.61,37500,,14250,14333,1425000,120000,100,8,2604453,3041,31,,,10,26,30,300 - 400,0 - 100,7,01-Aug-2020
Lower Juba,Afmadow,13.37,0.26,19000,,11500,13000,1350000,70000,117,6,1991473,1296,1,,,6,10,6,100 - 200,100 - 200,4,01-Aug-2020
Lower Juba,Badhaadhe,26.03,0.59,,,,,,,,,,1162,,,,,1,0,,,1,01-Aug-2020
Lower Juba,Jamaame,25.98,0.65,10000,,8775,17750,837500,83750,95,10,1881765,,,,,,2,4,500 - 600,800 - 900,6,01-Aug-2020
Awdal,Borama,96.14,0.34,5000,4000,4625,6000,274500,59625,46,10,1144875,506,,,,,1,0,400 - 500,400 - 500,5,01-Sept-2020
Awdal,Baki,39.76,0.21,,,,,,,,,,593,,,,,,,0 - 100,0 - 100,1,01-Sept-2020
Awdal,Lughaye,14.82,0.13,,6000,,7500,487500,120000,81,20,,586,,,,,,,0 - 100,0 - 100,2,01-Sept-2020
Awdal,Zeylac,21.74,0.13,5000,5250,,7625,437500,128750,57,17,1048219,354,,,,,,,0 - 100,0 - 100,1,01-Sept-2020
Woqooyi Galbeed,Hargeysa,77.03,0.25,10000,3450,5500,7000,437500,70000,63,10,1173125,2227,,,,,,,100 - 200,0 - 100,4,01-Sept-2020
Woqooyi Galbeed,Berbera,18.01,0.13,,,,,,,,,,71,,,,,,,,0 - 100,0,01-Sept-2020
Woqooyi Galbeed,Gebiley,64.49,0.32,10000,2375,4433,7875,406250,95000,52,12,,1046,,,,,,,,,3,01-Sept-2020
Togdheer,Burco,50.13,0.22,10000,6000,6000,5250,485000,45000,92,9,1390488,157,,,,,,,100 - 200,100 - 200,4,01-Sept-2020
Togdheer,Buuhoodle,41.22,0.19,,,,,,,,,,1114,,,,,,,100 - 200,200 - 300,1,01-Sept-2020
Togdheer,Owdweyne,66.03,0.26,,,,,,,,,,23,,,,,,,0 - 100,0 - 100,0,01-Sept-2020
Togdheer,Sheikh,57.88,0.25,,,,,,,,,,4,,,,,,,,,0,01-Sept-2020
Sool,Laas Caanood,33,0.14,100000,,,27500,2775000,200000,101,7,6978750,1675,,,,,1,0,1000 - 1100,300 - 400,4,01-Sept-2020
Sool,Caynabo,36.29,0.18,,,,,,,,,,536,,,,,,,100 - 200,100 - 200,1,01-Sept-2020
Sool,Taleex,39.25,0.14,,,,,,,,,,39,,,,,,,0 - 100,600 - 700,1,01-Sept-2020
Sool,Xudun,29.67,0.14,,,,23000,2050000,160000,,,,70,,,,,,,300 - 400,500 - 600,1,01-Sept-2020
Sanaag,Ceerigaabo,72.26,0.15,45000,,,18250,1437500,177500,79,10,6453313,328,,,,,,,300 - 400,300 - 400,2,01-Sept-2020
Sanaag,Ceel Afweyn,53.34,0.16,,,,6500,525000,60000,,,,5,,,,,1,0,0 - 100,0 - 100,2,01-Sept-2020
Sanaag,Laasqoray,38.26,0.17,,,,,,,,,,135,,,,,1,0,300 - 400,300 - 400,1,01-Sept-2020
Bari,Bossaso,24.45,0.16,12500,36250,,22500,1800000,165000,80,7,5554869,1058,,,,,1,1,500 - 600,200 - 300,8,01-Sept-2020
Bari,Bandarbeyla,5.62,0.15,30000,,,24000,1600000,150000,67,6,5788369,45,,,,,,,0 - 100,100 - 200,2,01-Sept-2020
Bari,Caluula,7.45,0.19,27500,,,32000,1612500,250000,50,8,5847619,53,,,,,,,,0 - 100,4,01-Sept-2020
Bari,Iskushuban,11.37,0.15,30000,,,23750,1600000,165000,67,7,5744619,132,,,,,,,200 - 300,100 - 200,4,01-Sept-2020
Bari,Qandala,30.55,0.19,,,,,,,,,,41,,,,,,,0 - 100,100 - 200,0,01-Sept-2020
Bari,Qardho,22.18,0.14,,,,,,,,,,107,,,,,,,1200 - 1300,800 - 900,1,01-Sept-2020
Nugaal,Garoowe,13.04,0.13,9500,27250,25875,22500,2063750,150000,92,7,5948250,255,,,,,2,1,0 - 100,400 - 500,6,01-Sept-2020
Nugaal,Burtinle,4.79,0.17,,,,24000,2105000,98750,,,,26,,,,,,,,100 - 200,1,01-Sept-2020
Nugaal,Eyl,3.51,0.15,,27750,,26500,2070000,276250,75,10,,223,,,,,,,,100 - 200,1,01-Sept-2020
Mudug,Gaalkacyo,1.77,0.18,28000,12000,13000,22000,2500000,165000,114,8,3620625,5224,,9,,17,4,17,500 - 600,200 - 300,5,01-Sept-2020
Mudug,Galdogob,2.23,0.19,,,,,,,,,,189,,,,,1,1,100 - 200,100 - 200,2,01-Sept-2020
Mudug,Hobyo,2.31,0.17,,39000,54750,39000,1560000,231000,40,6,,391,,,,,,,200 - 300,200 - 300,3,01-Sept-2020
Mudug,Jariiban,2.54,0.17,,30000,,25000,1983750,103750,66,3,,196,,,,,,,0 - 100,0 - 100,2,01-Sept-2020
Mudug,Xarardheere,1.12,0.18,8250,10500,12000,17500,1062500,50000,61,3,2013563,227,,,,,,,,0 - 100,0,01-Sept-2020
Galgaduud,Dhuusamarreeb,1.97,0.19,20000,14000,16000,19000,887500,127500,47,7,3570250,422,,9,,3,9,3,600 - 700,10200 - 10200,3,01-Sept-2020
Galgaduud,Cabudwaaq,4.06,0.21,10000,22400,20000,22400,1463000,80000,65,4,4167750,176,1,52,,11,,,9700 - 9800,0 - 100,5,01-Sept-2020
Galgaduud,Cadaado,2.31,0.19,,,,,,,,,,25,,5,,8,2,0,,0 - 100,0,01-Sept-2020
Galgaduud,Ceel Buur,1.5,0.2,,,,,,,,,,544,,,,,,,,,1,01-Sept-2020
Galgaduud,Ceel Dheer,1.33,0.19,19500,10500,,17000,987500,175000,58,10,2856625,442,,,,,1,0,,,1,01-Sept-2020
Hiraan,Belet Weyne,2.97,0.23,25000,14250,11000,16000,987500,130000,69,9,2895375,1770,4,6,,2,10,6,27600 - 27700,27700 - 27800,8,01-Sept-2020
Hiraan,Bulo Burto,2.94,0.25,12000,10750,12000,17000,912500,90000,,,2665625,,1,,,,5,4,,0 - 100,3,01-Sept-2020
Hiraan,Jalalaqsi,2.42,0.35,,13000,14000,20000,925000,71500,71,6,,183,,,,,2,0,,0 - 100,5,01-Sept-2020
Middle Shabelle,Jowhar,3.5,0.41,16000,5625,6500,15000,1493750,125000,230,19,1728428,1188,15,11,,12,3,1,40800 - 40900,40800 - 40800,7,01-Sept-2020
Middle Shabelle,Adan Yabaal,1.5,0.2,15000,20000,,26250,,46250,,2,3779375,,,,,,2,0,,,0,01-Sept-2020
Middle Shabelle,Balcad,5.51,0.41,,5000,9000,15000,1125000,51250,125,6,,1440,5,,,,3,0,0 - 100,1100 - 1200,3,01-Sept-2020
Middle Shabelle,Cadale,2.33,0.31,,14000,14000,14500,775000,36250,55,3,,328,,,,,4,6,,,5,01-Sept-2020
Banadir,Mogadishu,12.01,,,8000,11475,10500,1975000,100000,172,9,2575860,17934,97,205,,68,39,32,5400 - 5500,200 - 300,9,01-Sept-2020
Lower Shabelle,Marka,8.99,0.5,46000,8000,7400,14000,2260000,61250,305,8,2271938,1628,5,,,14,13,0,0 - 100,900 - 1000,4,01-Sept-2020
Lower Shabelle,Afgooye,7.17,0.34,,7167,8750,13000,1812500,45000,,,1961477,2184,,,,,34,38,3600 - 3700,4700 - 4800,4,01-Sept-2020
Lower Shabelle,Baraawe,18.32,0.41,,,,,,,,,,518,,,,6,4,0,,0 - 100,1,01-Sept-2020
Lower Shabelle,Kurtunwaarey,18.32,0.56,,,,,,,,,,,6,,,11,1,0,300 - 400,1200 - 1300,1,01-Sept-2020
Lower Shabelle,Qoryooley,10.42,0.43,15000,5000,5000,13750,1007500,57500,202,12,1849563,264,1,,,21,7,23,0 - 100,700 - 800,5,01-Sept-2020
Lower Shabelle,Sablaale,20.39,0.48,,,,,,,,,,,,,,,,,0 - 100,0 - 100,0,01-Sept-2020
Lower Shabelle,Wanla Weyn,5.69,0.31,6000,6500,8000,14000,1437500,77500,180,10,1853736,71,,,,,3,7,92100 - 92200,93100 - 93200,7,01-Sept-2020
Bay,Baydhaba,9.4,0.29,25000,5550,6392,15000,1127500,100000,203,18,1926625,2211,29,102,,305,5,8,500 - 600,100 - 200,3,01-Sept-2020
Bay,Buur Hakaba,15.8,0.33,,4250,7250,15000,985000,93750,232,22,,488,,8,,,5,17,0 - 100,100 - 200,4,01-Sept-2020
Bay,Diinsoor,16.39,0.3,35000,4600,5625,26250,735000,55000,160,12,2489563,,,,,,,,500 - 600,1100 - 1200,3,01-Sept-2020
Bay,Qansax Dheere,7.43,0.25,25000,4375,5000,21000,1517500,62500,347,14,2112375,198,,5,,14,2,1,,100 - 200,4,01-Sept-2020
Bakool,Xudur,13.62,0.25,30000,12500,13500,18000,1112500,73750,89,6,3129000,1349,,,,20,2,6,,0 - 100,3,01-Sept-2020
Bakool,Ceel Barde,8.25,0.24,30000,20000,20000,35750,1037500,53750,52,3,3142438,397,,2,,1,,,,0 - 100,4,01-Sept-2020
Bakool,Tayeeglow,6.79,0.31,,6000,24000,15000,2780000,79500,463,13,,324,,,,,,,500 - 600,700 - 800,2,01-Sept-2020
Bakool,Waajid,7.47,0.22,,12000,12000,24500,925000,73750,,,2330375,923,,,,,,,700 - 800,700 - 800,5,01-Sept-2020
Bakool,Rab Dhuure,6.72,0.17,,,,,,,,,,157,,,,,,,200 - 300,200 - 300,0,01-Sept-2020
Gedo,Garbahaarey,3.84,0.24,,,,,,,,,,536,,,,3,,,200 - 300,100 - 200,0,01-Sept-2020
Gedo,Baardheere,9.89,0.29,8250,7875,12500,19000,957500,153750,122,20,2303625,130,,,,,3,0,200 - 300,600 - 700,2,01-Sept-2020
Gedo,Belet Xaawo,2.14,0.25,22250,17250,19000,18750,930500,155500,54,9,3495313,433,,,,3,6,7,0 - 100,,6,01-Sept-2020
Gedo,Ceel Waaq,6.75,0.29,13250,15500,16250,22500,1075000,100000,69,6,3281938,160,,53,,,3,10,0 - 100,0 - 100,6,01-Sept-2020
Gedo,Doolow,1.36,0.19,,,,,,,,,,1026,,,,293,1,0,100 - 200,,1,01-Sept-2020
Gedo,Luuq,2.65,0.18,15000,8000,8000,19225,885000,187500,111,23,2516250,986,,6,,1,,,400 - 500,,1,01-Sept-2020
Middle Juba,Bu'aale,21.16,0.37,29250,7750,12250,15875,747500,75750,61,6,2171656,,22,,,,,,,0 - 100,4,01-Sept-2020
Middle Juba,Jilib,24.22,0.47,29000,,12875,15500,752500,77750,58,6,2190031,,48,,,91,2,18,,0 - 100,6,01-Sept-2020
Middle Juba,Saakow,14.32,0.31,27500,7500,13125,15250,782500,73500,60,6,2120063,,22,,,,1,4,1400 - 1500,200 - 300,6,01-Sept-2020
Lower Juba,Kismaayo,17.66,0.37,50000,,14000,14000,1500000,120000,107,9,3228813,1819,31,,,10,21,42,300 - 400,0 - 100,6,01-Sept-2020
Lower Juba,Afmadow,16.57,0.33,18000,,11000,12000,800000,70000,73,6,2294333,767,1,,,6,3,0,100 - 200,0 - 100,2,01-Sept-2020
